City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Hobe Sound,US,27.0595,-80.1364,84.97,77,40,3.44,scattered clouds
347,Mabaruma,GY,8.2,-59.7833,75.31,97,100,3.22,heavy intensity rain
348,Constitucion,CL,-35.3333,-72.4167,57.6,75,42,8.66,scattered clouds
349,Pedernales,DO,18.0384,-71.744,81.86,74,17,2.19,few clouds
350,Mazatlan,MX,23.2167,-106.4167,81.01,75,8,8.01,clear sky
351,Zhuhai,CN,22.2769,113.5678,73.18,94,0,3.44,clear sky
352,Chumikan,RU,54.7183,135.315,9.61,92,19,18.37,few clouds
353,Saskylakh,RU,71.9167,114.0833,-17.21,99,99,7.14,overcast clouds
354,Bathsheba,BB,13.2167,-59.5167,84.81,70,40,9.22,scattered clouds
355,Lima,PE,-12.0432,-77.0282,68.9,71,75,13.8,broken clouds
356,Caxias,PT,38.7031,-9.2767,62.47,82,0,3.44,clear sky
357,Muli,MV,2.9167,73.5667,81.07,78,91,17.29,overcast clouds
358,Victoria,HK,22.2855,114.1577,74.32,87,7,3.0,clear sky
359,Yumbel,CL,-37.0833,-72.5667,60.76,57,72,8.34,broken clouds
360,Biak,ID,-0.9131,122.8766,77.14,81,100,2.28,overcast clouds
361,Baruun-Urt,MN,46.6806,113.2792,18.36,85,17,10.83,few clouds
362,Carora,VE,10.1755,-70.0827,76.32,78,100,4.88,overcast clouds
363,Antalaha,MG,-14.9003,50.2788,70.9,87,19,5.95,light rain
364,Pontes E Lacerda,BR,-15.2261,-59.3353,86.83,47,100,6.51,overcast clouds
365,Tazovskiy,RU,67.4667,78.7,-15.79,97,18,7.18,few clouds
366,Kruisfontein,ZA,-34.0033,24.7314,61.88,61,26,12.3,scattered clouds
367,Bara,NG,10.3744,10.7288,76.46,29,25,7.78,scattered clouds
368,Kaputa,ZM,-8.4689,29.6619,69.55,83,97,3.15,light rain
369,Shu,KZ,43.5983,73.7614,35.67,67,42,3.15,scattered clouds
370,Puerto Leguizamo,CO,-0.1934,-74.7819,82.13,71,83,2.82,broken clouds
371,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,90,47,19.22,scattered clouds
372,Bayan,CN,46.0833,127.4,20.08,68,0,7.9,clear sky
373,Morondava,MG,-20.2833,44.2833,79.59,72,73,5.61,broken clouds
374,Martapura,ID,-3.4167,114.85,75.29,100,100,2.3,overcast clouds
375,Datong,CN,40.0936,113.2914,28.54,44,26,1.59,scattered clouds
376,Waingapu,ID,-9.6567,120.2641,80.29,82,100,4.16,overcast clouds
377,Bongaree,AU,-27.0797,153.1586,76.05,66,1,9.62,clear sky
378,Quatre Cocos,MU,-20.2078,57.7625,73.51,69,0,8.32,clear sky
379,Chernyshevskiy,RU,63.0128,112.4714,-7.08,94,79,7.74,broken clouds
380,Acajutla,SV,13.5928,-89.8275,82.04,76,27,8.01,scattered clouds
381,Los Zacatones,MX,22.95,-102.05,76.46,14,3,8.05,clear sky
382,Plettenberg Bay,ZA,-34.0527,23.3716,61.07,69,0,8.01,clear sky
383,Burnie,AU,-41.0667,145.9167,51.94,94,100,16.62,light rain
384,Palana,RU,59.1167,159.9667,20.26,91,100,6.15,light snow
385,Marystown,CA,47.1666,-55.1483,51.85,100,100,5.99,overcast clouds
386,Kodino,RU,63.7198,39.6447,35.87,97,100,8.43,overcast clouds
387,Buin,CL,-33.7333,-70.75,64.44,57,100,4.16,overcast clouds
388,Townsville,AU,-19.25,146.8,81.48,61,75,10.36,broken clouds
389,Zambezi,ZM,-13.5432,23.1047,66.13,93,100,5.48,light rain
390,Cave,IT,41.8167,12.9338,55.47,86,4,1.99,clear sky
391,Verkhoyansk,RU,67.5447,133.385,-17.55,99,100,2.39,overcast clouds
392,Peleduy,RU,59.6289,112.7406,18.61,87,100,6.76,light snow
393,Saint-Philippe,RE,-21.3585,55.7679,71.19,74,0,5.26,clear sky
394,Necochea,AR,-38.5473,-58.7368,60.37,97,100,10.0,light rain
395,Champerico,GT,14.3,-91.9167,91.94,73,20,4.63,few clouds
396,Novopokrovka,UA,49.8425,36.5477,45.91,87,15,15.79,few clouds
397,Botoroaga,RO,44.1483,25.5447,49.24,60,62,2.71,broken clouds
398,Moose Jaw,CA,50.4001,-105.5344,8.85,78,100,11.5,overcast clouds
399,Opuwo,NA,-18.0607,13.84,61.02,40,6,6.98,clear sky
400,Kuytun,RU,54.3419,101.5036,16.61,93,93,2.98,overcast clouds
401,Severo-Kurilsk,RU,50.6789,156.125,34.83,64,98,16.71,overcast clouds
402,Maumere,ID,-8.6199,122.2111,80.91,81,100,5.08,overcast clouds
403,Port Hardy,CA,50.6996,-127.4199,41.18,93,100,0.0,overcast clouds
404,Domoni,KM,-12.2569,44.5319,76.71,83,51,3.78,broken clouds
405,Gamba,GA,-2.65,10.0,75.13,90,96,6.17,overcast clouds
406,Auki,SB,-8.7676,160.7034,82.6,73,62,1.77,broken clouds
407,Caorle,IT,45.5966,12.8758,55.36,60,95,15.82,overcast clouds
408,Bitung,ID,1.4451,125.1824,77.85,83,99,6.08,overcast clouds
409,Oranjemund,NA,-28.55,16.4333,59.31,92,0,2.21,clear sky
410,Payo,ID,-3.7508,103.6372,73.18,99,100,0.94,overcast clouds
411,Hambantota,LK,6.1241,81.1185,73.74,100,40,0.0,scattered clouds
412,Matongo,TZ,-2.3833,34.0833,65.57,90,100,3.62,moderate rain
413,Guimbal,PH,10.6633,122.3228,78.19,86,43,11.88,scattered clouds
414,Alghero,IT,40.5589,8.3181,60.89,77,0,5.75,clear sky
415,Chabahar,IR,25.2919,60.643,78.96,70,0,10.71,clear sky
416,Pinawa,CA,50.1489,-95.8811,21.76,81,100,2.48,overcast clouds
417,Eirunepe,BR,-6.6603,-69.8736,83.7,65,97,2.75,overcast clouds
418,Shingu,JP,33.7333,135.9833,64.83,83,84,3.8,broken clouds
419,Viedma,AR,-40.8135,-62.9967,64.65,55,45,13.6,scattered clouds
420,Yulara,AU,-25.2406,130.9889,70.48,21,0,15.9,clear sky
421,Linguere,SN,15.3953,-15.1193,82.62,24,0,4.61,clear sky
422,Poum,NC,-20.2333,164.0167,76.8,79,51,18.43,broken clouds
423,Camacha,PT,33.0833,-16.3333,65.62,77,20,3.44,few clouds
424,Phuket,TH,8.0,98.25,84.13,89,20,1.14,few clouds
425,Jalingo,NG,8.8833,11.3667,79.45,31,5,2.71,clear sky
426,Vestmannaeyjar,IS,63.4427,-20.2734,45.68,81,97,19.86,overcast clouds
427,Katubao,PH,5.8892,124.8294,79.77,79,95,4.0,overcast clouds
428,Araouane,ML,18.9048,-3.5265,79.2,15,29,7.56,scattered clouds
429,Praia,CV,14.9215,-23.5087,75.74,78,40,10.36,scattered clouds
430,Fougamou,GA,-1.2154,10.5838,72.43,99,97,1.59,overcast clouds
431,Medea,DZ,36.2642,2.7539,55.65,58,0,4.16,clear sky
432,Havelock,US,34.8791,-76.9013,71.56,88,100,9.22,overcast clouds
433,Iranshahr,IR,27.2025,60.6848,70.14,40,0,4.61,clear sky
434,Polson,US,47.6936,-114.1632,25.77,82,68,2.66,broken clouds
435,Qui Nhon,VN,13.7667,109.2333,75.76,91,100,8.55,light rain
436,Bud,US,39.447,-86.1758,32.68,86,100,9.26,overcast clouds
437,Jvari,GE,42.7169,42.052,47.48,77,44,4.54,scattered clouds
438,Oranienburg,DE,52.75,13.2333,50.47,99,88,5.14,overcast clouds
439,Nemuro,JP,43.3236,145.575,56.84,91,100,23.47,light rain
440,Tolaga Bay,NZ,-38.3667,178.3,71.33,56,1,6.04,clear sky
441,Sorland,NO,67.667,12.6934,44.46,76,72,9.69,broken clouds
442,Ramona,US,33.0417,-116.8681,69.4,35,43,1.01,scattered clouds
443,Biggar,GB,55.6167,-3.5167,51.01,89,66,3.87,broken clouds
444,Coihaique,CL,-45.5752,-72.0662,66.15,42,40,8.05,scattered clouds
445,Surt,LY,31.2089,16.5887,67.41,65,0,4.97,clear sky
446,Griffith,US,41.5284,-87.4237,36.09,71,100,9.22,overcast clouds
447,Daloa,CI,6.8774,-6.4502,70.86,97,87,2.86,moderate rain
448,Mariani,IN,26.6667,94.3333,63.48,94,53,0.87,broken clouds
449,Saint-Augustin,CA,51.226,-58.6502,26.4,90,100,22.44,light snow
450,Hualmay,PE,-11.0964,-77.6139,66.54,77,48,9.22,scattered clouds
451,Urumqi,CN,43.801,87.6005,27.55,80,0,2.24,clear sky
452,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.47,59,70,1.88,light rain
453,Fort Nelson,CA,58.8053,-122.7002,15.39,86,75,5.75,broken clouds
454,Albion,US,42.2431,-84.753,37.58,74,100,9.22,overcast clouds
455,Batsfjord,NO,70.6345,29.7185,39.13,80,100,14.97,overcast clouds
456,Witham,GB,51.8001,0.6404,54.18,97,88,7.34,overcast clouds
457,Angoche,MZ,-16.2325,39.9086,76.3,89,0,4.94,clear sky
458,Vardo,NO,70.3705,31.1107,37.38,70,75,18.41,broken clouds
459,Sajanan,TN,37.0573,9.2426,56.32,87,97,1.95,overcast clouds
460,Bobo Dioulasso,BF,11.1771,-4.2979,79.25,61,0,4.61,clear sky
461,Kuybysheve,UA,47.358,36.6491,43.0,81,4,14.16,clear sky
462,Harnosand,SE,62.6323,17.9379,46.99,68,100,13.53,overcast clouds
463,Pangnirtung,CA,66.1451,-65.7125,-5.04,87,47,6.06,scattered clouds
464,Bonfim,BR,3.0833,-59.95,82.2,71,96,7.43,overcast clouds
465,Epe,NG,6.5841,3.9834,76.93,90,77,5.37,broken clouds
466,Cascais,PT,38.6979,-9.4215,62.51,89,0,8.99,clear sky
467,Loandjili,CG,-4.7561,11.8578,77.14,79,98,7.38,overcast clouds
468,Den Helder,NL,52.9599,4.7593,48.97,97,40,3.44,mist
469,Warmbad,NA,-28.45,18.7333,55.24,70,0,13.67,clear sky
470,Lubango,AO,-14.9172,13.4925,58.39,35,13,5.1,few clouds
471,Yatou,CN,37.15,122.3833,42.64,63,52,23.11,broken clouds
472,Ilinskiy,RU,55.619,38.1182,53.31,66,40,20.13,scattered clouds
473,Nyurba,RU,63.2842,118.3319,3.38,88,95,12.06,overcast clouds
474,Macapa,BR,0.0389,-51.0664,87.78,70,40,11.5,scattered clouds
475,Sauda,NO,59.6506,6.3542,52.68,73,94,3.51,overcast clouds
476,Tubuala,PA,9.5167,-79.0333,81.36,79,95,9.93,light rain
477,Ust-Kachka,RU,58.006,55.6725,39.49,98,100,6.17,overcast clouds
478,Ust-Karsk,RU,52.7011,118.8077,13.01,96,96,3.29,overcast clouds
479,Alamogordo,US,32.8995,-105.9603,60.57,32,0,5.01,clear sky
480,Cidreira,BR,-30.1811,-50.2056,68.38,87,92,16.46,overcast clouds
481,Guerrero Negro,MX,27.9769,-114.0611,70.56,37,65,12.08,broken clouds
482,Nouna,BF,12.7333,-3.8667,84.02,25,5,5.48,clear sky
483,Ouesso,CG,1.6136,16.0517,69.78,96,95,1.14,overcast clouds
484,Bilibino,RU,68.0546,166.4372,0.07,99,100,2.51,overcast clouds
485,San Cristobal,VE,7.7669,-72.225,73.58,96,100,0.49,overcast clouds
486,Port-Gentil,GA,-0.7193,8.7815,76.96,94,40,5.75,scattered clouds
487,Alamosa,US,37.4695,-105.87,39.18,26,0,0.0,clear sky
488,Labrea,BR,-7.2586,-64.7981,81.63,73,99,0.85,overcast clouds
489,Touros,BR,-5.1989,-35.4608,78.93,79,2,11.77,clear sky
490,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,10.36,mist
491,Honiara,SB,-9.4333,159.95,82.29,76,99,2.82,overcast clouds
492,Kamenka,RU,51.3223,42.7678,48.94,84,100,23.09,overcast clouds
493,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,9.22,scattered clouds
494,Alyangula,AU,-13.8483,136.4192,84.49,71,6,9.1,clear sky
495,Santiago Del Estero,AR,-27.7951,-64.2615,82.87,52,98,12.19,heavy intensity rain
496,Morros,BR,-9.4467,-46.3003,80.78,57,41,3.09,scattered clouds
497,Luganville,VU,-15.5333,167.1667,82.22,75,61,5.41,light rain
498,Bartica,GY,6.4,-58.6167,75.52,96,100,2.62,moderate rain
499,Nikolayevka,RU,53.1257,47.2041,49.19,87,100,20.94,overcast clouds
500,Aklavik,CA,68.2191,-135.0107,12.2,92,40,3.44,scattered clouds
501,Abancay,PE,-13.6339,-72.8814,77.67,18,29,10.0,scattered clouds
502,Tabuk,PH,17.4189,121.4443,72.99,91,2,2.17,clear sky
503,Zhigansk,RU,66.7697,123.3711,3.85,97,100,4.5,light snow
504,Artyom,AZ,40.4723,50.333,46.54,80,0,6.91,clear sky
505,Mana,GF,5.6592,-53.7767,78.6,87,99,5.84,heavy intensity rain
506,Asmara,ER,15.3333,38.9333,56.8,71,10,2.77,clear sky
507,Morro Bay,US,35.3658,-120.8499,67.41,61,1,5.99,clear sky
508,Saint Anthony,US,45.0205,-93.218,28.65,65,100,11.5,overcast clouds
509,Le Port,RE,-20.9373,55.2919,71.6,85,32,1.57,scattered clouds
510,Pangkalanbuun,ID,-2.6833,111.6167,73.63,99,87,1.95,overcast clouds
511,Sihora,IN,23.4833,80.1167,59.88,54,6,1.36,clear sky
512,Sola,VU,-13.8833,167.55,79.54,81,100,5.32,overcast clouds
513,Lagunas,PE,-5.2269,-75.6753,87.17,56,100,2.01,overcast clouds
514,Mnogovershinnyy,RU,53.9353,139.9242,7.65,87,11,3.94,few clouds
515,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,80,75,8.01,broken clouds
516,Oranjestad,AW,12.524,-70.027,84.15,86,20,13.8,few clouds
517,Alofi,NU,-19.0595,-169.9187,80.49,69,84,13.8,broken clouds
518,Hornepayne,CA,49.2138,-84.7705,19.76,84,100,11.39,overcast clouds
519,Pleasanton,US,37.6624,-121.8747,61.84,57,2,5.99,clear sky
520,Khani,GE,41.9563,42.9566,36.97,84,48,2.93,scattered clouds
521,Ayan,RU,56.45,138.1667,18.36,54,18,7.52,few clouds
522,Pacific Grove,US,36.6177,-121.9166,64.24,66,7,15.01,clear sky
523,Chon Daen,TH,16.1895,100.8596,72.05,89,49,2.55,scattered clouds
524,Mbekenyera,TZ,-10.0,38.9833,70.86,88,30,4.92,scattered clouds
525,Eyl,SO,7.9803,49.8164,78.55,75,10,14.85,clear sky
526,Mandera,KE,3.9366,41.867,82.92,56,95,12.21,overcast clouds
527,Podor,MR,16.6527,-14.9587,84.15,34,0,2.3,clear sky
528,Khanpur,PK,28.6453,70.6567,69.3,33,12,6.67,few clouds
529,Villa Rica,US,33.7321,-84.9191,56.55,93,96,10.67,overcast clouds
530,Isangel,VU,-19.55,169.2667,78.78,84,100,14.58,light rain
531,Les Cayes,HT,18.2,-73.75,81.18,79,55,0.43,broken clouds
532,Los Rastrojos,VE,10.0259,-69.2417,75.6,83,96,1.88,light rain
533,Mumford,GH,5.2618,-0.759,79.03,82,42,7.43,scattered clouds
534,Tupelo,US,34.2576,-88.7034,42.26,60,80,10.0,broken clouds
535,Dawson Creek,CA,55.7666,-120.2362,26.24,68,0,2.3,clear sky
536,Touho,NC,-20.7833,165.2333,76.87,76,93,8.93,overcast clouds
537,Banda Aceh,ID,5.5577,95.3222,76.28,89,100,8.59,moderate rain
538,Oudtshoorn,ZA,-33.5907,22.2014,61.16,68,1,3.22,clear sky
539,Kosh-Agach,RU,50.0,88.6667,12.96,72,89,3.38,overcast clouds
540,Daru,PG,-9.0763,143.2092,82.83,76,85,10.56,overcast clouds
541,Hearst,CA,49.6835,-83.6665,23.25,83,100,11.65,overcast clouds
542,Galle,LK,6.0367,80.217,77.74,86,100,4.97,overcast clouds
543,Ferme-Neuve,CA,46.7001,-75.4493,39.4,77,100,7.96,overcast clouds
544,Port Said,EG,31.2565,32.2841,71.58,78,0,5.75,clear sky
545,Abalak,RU,58.1286,68.5944,28.6,93,100,3.38,overcast clouds
546,Boromlya,UA,50.6184,34.9704,47.84,87,62,14.85,broken clouds
547,Ketchikan,US,55.3422,-131.6461,37.45,97,100,5.93,light rain
548,Saint-Georges,GD,12.0564,-61.7485,83.88,100,20,4.61,few clouds
549,Havoysund,NO,70.9963,24.6622,37.63,69,99,9.46,overcast clouds
550,Strelka,RU,58.0728,93.0344,28.09,95,100,6.76,light snow
551,Chapais,CA,49.7834,-74.8492,33.58,98,100,5.17,light snow
552,Alcantara,BR,-2.4089,-44.4147,82.6,83,43,6.46,scattered clouds
553,Puri,IN,19.8,85.85,71.8,65,73,7.83,broken clouds
554,Baoma,CN,31.4859,106.1128,51.19,84,100,5.08,overcast clouds
555,Kuching,MY,1.55,110.3333,77.22,94,20,2.3,few clouds
556,Sao Domingos,BR,-13.3983,-46.3183,70.86,86,96,2.71,overcast clouds
557,Abatskoye,RU,56.2875,70.4555,32.85,99,100,7.2,overcast clouds
558,Mayo,US,38.8876,-76.5119,70.5,72,100,4.61,overcast clouds
559,Port Lincoln,AU,-34.7333,135.8667,61.5,78,67,20.6,broken clouds
560,Tiarei,PF,-17.5333,-149.3333,80.62,80,98,12.44,light rain
561,Nortelandia,BR,-14.4547,-56.8028,73.38,94,100,1.66,overcast clouds
562,Bucerias,MX,20.75,-105.3333,81.99,70,5,6.46,clear sky
563,Grand-Santi,GF,4.25,-54.3833,75.22,95,100,3.67,overcast clouds
564,Sobolevo,RU,54.4299,31.8996,48.61,87,60,16.6,broken clouds
565,Cao Bang,VN,22.6667,106.25,67.62,96,54,0.38,broken clouds
566,Bethanien,NA,-26.502,17.1583,57.47,51,0,10.07,clear sky
567,Kviteseid,NO,59.4022,8.4927,45.73,77,87,3.94,overcast clouds
568,Padang,ID,-0.9492,100.3543,75.25,97,100,4.34,moderate rain
569,Arcata,US,40.8665,-124.0828,53.58,97,98,6.29,overcast clouds
570,Barcelona,ES,41.3888,2.159,64.33,84,75,3.44,broken clouds
571,Takab,IR,36.4009,47.1133,39.09,84,2,3.49,clear sky
572,Bratsk,RU,56.1325,101.6142,27.09,91,99,8.57,overcast clouds
573,Vila,PT,42.0304,-8.1588,49.08,90,94,4.14,overcast clouds
574,Dejen,ET,10.1667,38.1333,51.96,49,32,3.2,scattered clouds
575,Manado,ID,1.487,124.8455,77.77,94,40,1.14,scattered clouds
576,Connersville,US,39.6412,-85.1411,32.04,86,99,5.01,overcast clouds
577,Bandar-E Anzali,IR,37.4727,49.4622,51.91,80,88,1.77,overcast clouds
578,Ulundi,ZA,-28.3352,31.4162,70.18,96,100,4.25,overcast clouds
579,Farso,DK,56.7728,9.3393,53.26,96,75,6.71,broken clouds
580,Dongsheng,CN,39.8161,109.9776,28.27,68,0,6.15,clear sky
581,Constantine,DZ,36.365,6.6147,56.61,71,0,0.0,clear sky
582,Kurilsk,RU,45.2333,147.8833,41.85,93,100,12.59,light rain
583,Along,IN,28.1667,94.7667,54.25,80,11,1.59,few clouds
584,Mesyagutovo,RU,55.5303,58.2528,35.49,98,100,11.86,overcast clouds
585,Biu,NG,10.6129,12.1946,71.78,29,5,8.28,clear sky
586,Havre-Saint-Pierre,CA,50.2334,-63.5986,24.8,86,100,20.71,light snow
587,Hirara,JP,24.8,125.2833,77.27,100,75,3.44,broken clouds
588,Kirakira,SB,-10.4544,161.9205,82.36,76,79,5.64,broken clouds
589,Banfora,BF,10.6333,-4.7667,80.02,46,58,3.8,broken clouds
590,Menongue,AO,-14.6585,17.691,70.29,27,98,2.59,overcast clouds
591,Boyuibe,BO,-20.4167,-63.2833,75.6,54,28,16.44,scattered clouds
592,Pecos,US,31.4229,-103.4932,55.49,21,0,12.66,clear sky
593,Batagay,RU,67.6333,134.6333,-23.22,100,99,2.19,overcast clouds
594,Ucluelet,CA,48.9329,-125.5528,48.09,85,34,2.19,scattered clouds
595,Newala,TZ,-10.9431,39.2787,66.18,89,21,7.18,few clouds
596,Ilulissat,GL,69.2167,-51.1,28.42,50,73,8.05,broken clouds
597,Kuryk,KZ,43.2,51.65,48.78,83,26,10.4,scattered clouds
598,Thyboron,DK,56.6985,8.2124,53.15,95,45,12.28,scattered clouds
599,Mattawa,US,46.7379,-119.9028,46.08,67,19,5.99,few clouds
600,Karlstad,SE,59.3793,13.5036,36.16,81,53,0.0,mist
601,Katherine,AU,-14.4667,132.2667,84.52,70,75,5.75,broken clouds
602,Mogadishu,SO,2.0371,45.3438,77.94,85,96,8.61,overcast clouds
603,Fairlie,GB,55.756,-4.8556,53.51,89,100,1.99,overcast clouds
604,Syasstroy,RU,60.1367,32.5691,46.22,72,32,25.08,light rain
605,Khorramshahr,IR,30.4397,48.1664,73.78,54,30,3.49,scattered clouds
606,Palora,EC,-1.7,-77.9333,73.65,82,94,2.19,light rain
607,Maria Aurora,PH,15.7967,121.4737,73.99,97,34,1.07,scattered clouds
608,Sangmelima,CM,2.9333,11.9833,67.41,95,10,1.03,clear sky
609,Makakilo City,US,21.3469,-158.0858,79.12,67,75,5.75,broken clouds
610,Ransang,PH,8.9603,117.5828,78.78,82,100,2.93,overcast clouds
611,Sisimiut,GL,66.9395,-53.6735,15.48,79,86,6.6,overcast clouds
612,Dawei,MM,14.0833,98.2,73.42,84,86,3.8,overcast clouds
613,Mendi,PG,-6.1761,143.6513,59.27,84,100,1.23,overcast clouds
614,Bathurst,AU,-33.4166,149.5806,60.96,96,100,1.01,moderate rain
615,Seddon,AU,-37.8068,144.8916,69.76,90,40,4.61,scattered clouds
616,Atbasar,KZ,51.8,68.3333,34.29,82,100,24.87,overcast clouds
617,Smithers,CA,54.7804,-127.1743,23.32,93,100,4.61,overcast clouds
618,Mount Gambier,AU,-37.8333,140.7667,58.89,99,100,6.69,overcast clouds
619,Caernarfon,GB,53.1413,-4.2702,59.07,57,100,18.99,overcast clouds
620,Chicama,PE,-7.8447,-79.1469,68.5,69,35,8.3,scattered clouds
621,Ustye,RU,59.6304,39.736,43.74,82,99,20.36,light rain
622,Waitati,NZ,-45.75,170.5667,63.72,59,79,4.23,broken clouds
623,Klyuchi,RU,52.2667,79.1667,35.31,98,100,21.03,overcast clouds
624,Inhambane,MZ,-23.865,35.3833,77.22,86,14,9.42,few clouds
625,Canutama,BR,-6.5339,-64.3831,82.87,70,77,0.72,broken clouds
626,Gari,RU,59.4307,62.3497,32.72,98,100,7.85,light snow
627,Smolenka,RU,52.1352,113.4974,15.87,92,40,4.47,scattered clouds
628,Preili,LV,56.2944,26.7246,47.93,91,15,11.48,few clouds
629,Jaguarari,BR,-10.2639,-40.1958,73.87,74,17,6.38,few clouds
630,Yantai,CN,37.5333,121.4,44.08,56,14,28.95,few clouds
631,Buraydah,SA,26.326,43.975,65.84,50,1,9.51,clear sky
632,Taunggyi,MM,20.7833,97.0333,52.65,84,0,1.25,clear sky
633,Bam,IR,29.106,58.357,61.47,37,68,8.63,broken clouds
634,Itarema,BR,-2.9248,-39.9167,79.07,75,70,14.76,broken clouds
635,Aasiaat,GL,68.7098,-52.8699,8.51,96,80,9.4,broken clouds
636,Sal Rei,CV,16.1833,-22.9167,76.03,75,6,15.08,clear sky
637,Mugumu,TZ,-1.85,34.7,64.02,81,99,1.16,light rain
638,Okhotsk,RU,59.3833,143.3,3.49,76,2,13.67,clear sky
639,Bull Savanna,JM,17.8868,-77.5902,78.3,80,95,3.0,light rain
640,Nouadhibou,MR,20.931,-17.0347,69.53,83,13,15.64,few clouds
641,Novikovo,RU,51.1537,37.8879,49.89,82,100,17.94,overcast clouds
642,Le Vauclin,MQ,14.5452,-60.8388,82.45,78,0,4.61,clear sky
643,San Pedro De Uraba,CO,8.2752,-76.3764,78.4,87,100,7.14,overcast clouds
644,Saint-Joseph,RE,-21.3667,55.6167,70.18,72,0,4.41,clear sky
645,Villaviciosa,ES,43.4813,-5.4357,64.96,98,6,6.06,clear sky
646,Voyvozh,RU,62.892,54.9635,22.71,95,100,10.09,overcast clouds
647,Moose Factory,CA,51.2585,-80.6094,24.78,93,100,9.22,overcast clouds
648,Russell,US,32.3502,-85.1999,65.35,72,40,12.66,scattered clouds
649,Ginir,ET,7.1333,40.7,56.34,79,0,3.11,clear sky
650,Hami,CN,42.8,93.45,31.21,56,9,2.55,clear sky
651,Mutoko,ZW,-17.397,32.2268,66.99,68,32,4.5,scattered clouds
652,Ribeira Brava,PT,32.65,-17.0667,68.72,84,100,1.52,overcast clouds
653,Vao,NC,-22.6667,167.4833,73.02,79,97,22.3,overcast clouds
654,Pultusk,PL,52.7025,21.0828,50.05,96,97,5.17,overcast clouds
655,Vaitape,PF,-16.5167,-151.75,76.91,81,100,11.48,moderate rain
656,Van Buren,US,35.4368,-94.3483,46.42,36,0,10.36,clear sky
657,Qasigiannguit,GL,68.8193,-51.1922,28.65,76,66,5.53,broken clouds
658,Diego De Almagro,CL,-26.3667,-70.05,67.77,23,100,8.81,overcast clouds
659,Beringovskiy,RU,63.05,179.3167,10.22,99,100,9.22,overcast clouds
660,Briancon,FR,44.9,6.65,49.35,47,100,1.07,overcast clouds
661,Balykshi,KZ,47.0667,51.8667,44.6,93,75,17.9,mist
662,Olinda,BR,-8.0089,-34.8553,74.93,88,75,5.75,mist
663,La Presa,US,32.7081,-116.9973,73.27,41,0,10.36,clear sky
664,Dire Dawa,ET,9.5931,41.8661,67.59,78,87,2.35,light rain
665,Portlethen,GB,57.0547,-2.1307,50.77,93,61,2.3,fog
666,Iqaluit,CA,63.7506,-68.5145,7.7,71,100,5.01,overcast clouds
667,Eureka,US,40.8021,-124.1637,53.58,97,99,7.61,overcast clouds
668,Pulandian,CN,39.3953,121.9669,31.17,57,39,20.47,scattered clouds
669,Windhoek,NA,-22.5594,17.0832,60.12,32,0,5.88,clear sky
670,Mersing,MY,2.4312,103.8405,75.96,93,98,3.4,overcast clouds
671,Ewa Beach,US,21.3156,-158.0072,80.55,68,75,5.75,broken clouds
672,Babu,CN,24.4167,111.5167,67.62,71,0,5.08,clear sky
673,Baft,IR,29.234,56.6057,52.29,56,79,6.04,broken clouds
674,Mahibadhoo,MV,3.7833,72.9667,80.74,79,98,15.97,overcast clouds
675,Tevaitoa,PF,-16.7833,-151.5,77.29,79,100,13.35,light rain
676,Kambove,CD,-10.8764,26.5969,62.92,94,100,2.35,overcast clouds
677,Hailey,US,43.5196,-114.3153,32.9,68,100,1.99,overcast clouds
678,Kozhva,RU,65.1073,57.0459,16.72,94,100,7.4,light snow
679,Kibara,TZ,-2.15,33.45,69.08,83,98,8.72,moderate rain
680,Road Town,VG,18.4167,-64.6167,81.03,74,10,11.41,clear sky
681,Hede,CN,33.7681,120.2517,51.58,67,100,14.85,overcast clouds
682,Tromso,NO,69.6496,18.957,38.37,100,75,2.3,mist
683,Kautokeino,NO,69.0125,23.0412,31.62,97,100,7.23,overcast clouds
684,Ust-Ishim,RU,57.6935,71.1665,26.83,93,92,0.43,overcast clouds
685,Lamu,KE,-2.2717,40.902,77.22,85,25,7.11,scattered clouds
686,Danielskuil,ZA,-28.1887,23.5395,61.57,65,63,5.59,broken clouds
687,Leninsk,RU,48.7119,45.1994,44.92,81,21,22.62,few clouds
688,Catuday,PH,16.2923,119.8062,79.18,77,4,10.56,clear sky
689,Mglin,RU,53.0591,32.8475,48.78,89,79,15.46,broken clouds
690,Pontianak,ID,-0.0333,109.3333,75.18,100,100,3.44,overcast clouds
691,Alta Floresta,BR,-9.8756,-56.0861,81.41,48,79,2.33,broken clouds
692,Coquimbo,CL,-29.9533,-71.3436,62.33,82,75,9.22,broken clouds
693,Nizhniy Kuranakh,RU,58.8353,125.4869,17.58,68,98,13.69,overcast clouds
694,Valkeakoski,FI,61.2642,24.0312,46.78,70,4,18.19,clear sky
695,Longhua,CN,23.6137,114.1919,68.25,80,1,1.63,clear sky
696,Ofunato,JP,39.0717,141.7167,58.35,89,12,4.34,few clouds
697,Walvis Bay,NA,-22.9575,14.5053,59.95,67,0,4.61,clear sky
